BRAND,CATEGORY,COLOR,CUSTOMER_ID,ORDER_COUNTRY,ORDER_DATE,ORDER_ID,ORDER_STATUS,PAYMENT_METHOD,PRODUCT_NAME,QUANTITY,SHIPPING_METHOD,SIZE,SUB-CATEGORY,UNIT_PRICE
Patagonia,Men's Clothing,Navy Blue,2346,Mexico,2023-02-20,ORD-832,Processing,Credit/Debit Card,Men's Down Jacket,4,Standard,Size L,Jackets,349.99
Nike,Men's Clothing,Red,2279,India,2023-02-20,ORD-684,Delivered,Credit/Debit Card,Men's Hooded Windbreaker,8,Standard,Size M,Jackets,79.99
Ralph Lauren Kids,Kids Clothing,White,2261,Germany,2023-02-20,ORD-1014,Delivered,Credit/Debit Card,White Eyelet Dress,1,Standard,Size 7,Dresses,244.99
Ralph Lauren Kids,Kids Clothing,Orange and White,2292,Mexico,2023-02-20,ORD-595,Shipped,Credit/Debit Card,Orange Striped Polo Shirt,9,Standard,Size 4,Tops,164.99
Adida Kids,Kids Clothing,Blue and White,2222,Italy,2023-02-20,ORD-720,Shipped,Cash on Delivery,Blue Striped T-Shirt,1,Express,Size 2T,Tops,12.99
Coach,Men's Clothing,Black,2252,Tunisia,2023-02-20,ORD-679,Delivered,Credit/Debit Card,Black Leather Jacket,3,Standard,Size M,Jackets,899.99
Common Projects,Men's Shoes,Black,2102,Morocco,2023-02-20,ORD-372,Cancelled,PayPal,Black Leather Sneakers,2,Standard,Size 10,Sneakers,399.99
Coach,Women's Clothing,White,2177,United Arab Emirates,2023-02-21,ORD-809,Processing,Credit/Debit Card,White Lace Blouse,6,Standard,Size M,Tops,598
Brooks Brothers,Men's Shoes,Brown,2081,Switzerland,2023-02-21,ORD-1201,Shipped,Cash on Delivery,Brown Leather Loafers,3,Express,Size 10,Loafers,199.99
Adidas Kids,Kids Clothing,Pink,2117,Brazil,2023-02-21,ORD-1577,Delivered,Credit/Debit Card,Pink Ruffle Skirt,3,Standard,Size 6,Skirts,29.99
Adidas Kids,Kids Clothing,Pink,2390,Mexico,2023-02-22,ORD-317,Processing,Credit/Debit Card,Pink Ruffle Skirt,5,Standard,Size 6,Skirts,29.99
H&M,Men's Clothing,Khaki,2061,Egypt,2023-02-22,ORD-1360,Shipped,Credit/Debit Card,Slim-Fit Khaki Pants,2,Standard,Size 32x32,Pants,98
H&M Kids,Kids Clothing,Green,2110,France,2023-02-22,ORD-1261,Processing,Credit/Debit Card,Green Cargo Pants,1,Express,Size 10,Pants,29.99
Mango,Women's Clothing,Navy,2115,Canada,2023-02-23,ORD-1370,Shipped,Credit/Debit Card,Velvet Jumpsuit,2,Standard,Size S,Jumpsuits & Rompers,178
ASOS,Men's Clothing,Black,2142,India,2023-02-23,ORD-1258,Processing,Credit/Debit Card,Men's Faux Leather Jacket,1,Express,Size M,Jackets,79.99
Coach,Women's Accessories,Black,2053,United States,2023-02-23,ORD-1317,Delivered,Credit/Debit Card,Black Leather Crossbody Bag,1,Standard,One Size,Bags,249.99
Nike Kids,Kids Clothing,Blue,2079,Canada,2023-02-24,ORD-1416,Delivered,Credit/Debit Card,Blue Graphic T-shirt,2,Standard,Size 5,Tops,24.99
Equipment,Women's Clothing,Ivory,1993,South Africa,2023-02-24,ORD-1348,Shipped,Credit/Debit Card,Ivory Silk Blouse,3,Standard,Size M,Blouses,249.99
Mango,Women's Clothing,Brown,2178,Norway,2023-02-24,ORD-971,Delivered,Credit/Debit Card,Women's Suede Trench Coat,3,Standard,Size L,Outerwear,279.99
Forever 21,Women's Clothing,Red,2121,Norway,2023-02-24,ORD-1595,Delivered,Credit/Debit Card,Red Plaid Skirt,3,Standard,Size S,Skirts,39.99
Coach,Men's Clothing,Grey,2333,United States,2023-02-24,ORD-1034,Delivered,Credit/Debit Card,Grey Turtleneck Sweater,7,Standard,Size L,Sweaters,129.99
Timberland,Men's Shoes,Brown,2187,India,2023-02-25,ORD-466,Delivered,Credit/Debit Card,Brown Leather Boots,2,Standard,Size 9.5,Boots,179.99
Adidas Kids,Kids Clothing,Blue,2014,Hong Kong,2023-02-25,ORD-579,Shipped,Credit/Debit Card,Blue Denim Shorts,9,Standard,Size 4T,Shorts,19.99
Mango,Women's Clothing,Black,2141,Morocco,2023-02-26,ORD-629,Delivered,Credit/Debit Card,Wrap-Front Jumpsuit,9,Standard,Size 6,Jumpsuits,69.99
Nike Kids,Kids Clothing,Green Camouflage,2118,Brazil,2023-02-26,ORD-1433,Delivered,Credit/Debit Card,Green Camo Hoodie,3,Standard,Size M,Sweatshirts,21.99
Mango,Women's Clothing,Red,2407,Morocco,2023-02-27,ORD-515,Delivered,Credit/Debit Card,Red Puffer Jacket,10,Standard,Size M,Outerwear,249.99
Mango,Men's Clothing,Red/Black,2432,Norway,2023-02-27,ORD-523,Delivered,Credit/Debit Card,Checked Flannel Shirt,7,Standard,Size S,Shirts,89.5
Zara,Men's Clothing,Brown,2326,Switzerland,2023-02-27,ORD-414,Cancelled,PayPal,Men's Leather Moto Jacket,3,Standard,Size XL,Jackets,599.99
Zara,Men's Clothing,Grey,2008,Egypt,2023-02-28,ORD-1308,Delivered,Credit/Debit Card,Grey Herringbone Blazer,2,Standard,Size 40R,Blazers,599.99
H&M,Women's Clothing,Black,2435,Tunisia,2023-02-28,ORD-106,Delivered,Credit/Debit Card,Black Ankle Boots,8,Standard,Size 8,Shoes,129.95
Mango,Women's Clothing,Yellow,2113,Germany,2023-02-28,ORD-1449,Delivered,Credit/Debit Card,Yellow Sundress,2,Standard,Size M,Dresses,129.99
H&M Kids,Kids Clothing,Pink and Green,2325,Netherlands,2023-02-28,ORD-861,Processing,PayPal,Pink Floral Dress,8,Standard,Size 6,Dresses,24.99
Ralph Lauren,Men's Clothing,Navy,2305,Saudi Arabia,2023-02-28,ORD-774,Shipped,Credit/Debit Card,Wool Peacoat,6,Express,Size L,Jackets,199.99
Brooks Brothers,Men's Clothing,Navy,1999,Saudi Arabia,2023-02-28,ORD-1200,Shipped,Cash on Delivery,Navy Blazer,3,Express,Size 40R,Blazers,399.99
Ralph Lauren,Men's Clothing,Navy,2320,Spain,2023-02-28,ORD-214,Shipped,Cash on Delivery,Wool Peacoat,7,Express,Size L,Jackets,199.99
Ralph Lauren,Men's Clothing,White,2016,Egypt,2023-03-01,ORD-223,Shipped,Cash on Delivery,White Oxford Shirt,3,Express,Size L,Dress Shirts,99.99
Zara,Accessories,Bourbon,2145,South Africa,2023-03-01,ORD-954,Cancelled,Credit/Debit Card,Leather Passport Case,2,Standard,One Size,Travel Accessories,125
Zara,Men's Clothing,Green,2228,Portugal,2023-03-01,ORD-524,Delivered,Credit/Debit Card,Green Utility Jacket,8,Standard,Size XL,Jackets,129.99
Madewell,Women's Clothing,Black,2437,United Kingdom,2023-03-01,ORD-668,Delivered,Credit/Debit Card,High-Rise Skinny Jeans,1,Standard,Size 28,Jeans,128
Hermès,Accessories,Black,2095,Denmark,2023-03-01,ORD-1512,Shipped,Cash on Delivery,Oversized Sunglasses,2,Standard,One Size,Sunglasses,965
Mango,Accessories,Silver,2237,Morocco,2023-03-01,ORD-255,Shipped,Cash on Delivery,Silver Stud Earrings,3,Express,One Size,Jewelry,65
The North Face,Men's Clothing,Grey,2363,Greece,2023-03-01,ORD-690,Shipped,Cash on Delivery,Men's Fleece Jacket,2,Standard,Size M,Jackets,99.99
Adida Kids,Kids Clothing,Blue and White,2366,Norway,2023-03-02,ORD-160,Delivered,Credit/Debit Card,Blue Striped T-Shirt,4,Standard,Size 2T,Tops,12.99
Ralph Lauren Kids,Kids Clothing,Yellow,2081,Denmark,2023-03-02,ORD-993,Delivered,Credit/Debit Card,Yellow Polo Shirt,2,Standard,Size 7,Tops,149.99
H&M,Men's Clothing,Gray,1988,Canada,2023-03-02,ORD-1361,Shipped,Credit/Debit Card,Gray Pullover Sweater,2,Standard,Size L,Sweaters,129
Adidas Kids,Kids Clothing,Grey,2119,Denmark,2023-03-02,ORD-1429,Delivered,Credit/Debit Card,Grey Sweatpants,2,Standard,Size 5,Bottoms,24.99
Burberry,Women's Clothing,Beige,2114,Japan,2023-03-03,ORD-1105,Delivered,Credit/Debit Card,Women's Trench Coat,1,Standard,Size XS,Outerwear,1299.99
Zara,Women's Clothing,Blue,2032,Brazil,2023-03-03,ORD-1459,Delivered,Credit/Debit Card,Blue Floral Dress,1,Standard,Size S,Dresses,79.99
Coach,Men's Clothing,Black,2342,Mexico,2023-03-04,ORD-119,Delivered,Credit/Debit Card,Black Leather Jacket,5,Standard,Size M,Jackets,899.99
Gap Kids,Kids Clothing,Yellow,2120,United States,2023-03-04,ORD-1145,Delivered,Credit/Debit Card,Yellow Graphic T-Shirt,3,Standard,Size XS,Tops,14.99
Allen Edmonds,Men's Accessories,Brown,2138,Egypt,2023-03-04,ORD-1178,Shipped,Cash on Delivery,Brown Leather Belt,3,Standard,Size 34,Belts,79.99
Ray-Ban,Unisex Accessories,Gold/Brown,2103,Hong Kong,2023-03-04,ORD-1336,Delivered,Credit/Debit Card,Classic Aviator Sunglasses,2,Standard,One Size,Eyewear,149.99
Levi's,Women's Clothing,Black,2112,Germany,2023-03-04,ORD-1167,Shipped,Credit/Debit Card,Black Skinny Jeans,3,Standard,Size 28,Jeans,69.99
Zara,Accessories,Bourbon,2423,Germany,2023-03-04,ORD-1094,Shipped,Credit/Debit Card,Leather Passport Case,7,Standard,One Size,Travel Accessories,125
Nike,Men's Clothing,Grey,2208,India,2023-03-05,ORD-1073,Shipped,Credit/Debit Card,Grey Sweatpants,10,Standard,Size M,Sweatpants,49.99
Gap Kids,Kids Clothing,Yellow,2136,Saudi Arabia,2023-03-05,ORD-1546,Delivered,Credit/Debit Card,Yellow Raincoat,3,Standard,Size 4,Jackets,49.99
Canada Goose,Men's Clothing,Dark Green,2224,Canada,2023-03-05,ORD-408,Cancelled,PayPal,Men's Parka,7,Standard,Size XL,Jackets,999.99
AllSaints,Men's Clothing,Black,2411,Switzerland,2023-03-05,ORD-369,Cancelled,PayPal,Black Leather Jacket,6,Standard,Size M,Jackets,499.99
GAP Kids,Kids Clothing,Blue and Green,2140,Saudi Arabia,2023-03-06,ORD-1296,Delivered,Credit/Debit Card,Blue Plaid Button-Up Shirt,1,Standard,Size 5,Tops,19.99
Mango,Women's Clothing,Yellow,2031,Norway,2023-03-06,ORD-1169,Shipped,Credit/Debit Card,Yellow Sundress,1,Standard,Size M,Dresses,129.99
Timberland,Men's Shoes,Brown,1999,Portugal,2023-03-06,ORD-1446,Delivered,Credit/Debit Card,Brown Leather Boots,2,Standard,Size 9.5,Boots,179.99
Nike Kids,Kids Clothing,Blue,2167,Switzerland,2023-03-06,ORD-150,Delivered,Credit/Debit Card,Blue Hoodie,6,Standard,Size 10,Tops,39.99
Nike Kids,Kids Clothing,Gray,2239,Saudi Arabia,2023-03-06,ORD-434,Cancelled,PayPal,Gray Joggers,8,Standard,Size 12,Pants,34.99
Brooks Brothers,Men's Clothing,Blue,2083,Tunisia,2023-03-07,ORD-1359,Shipped,Credit/Debit Card,Blue Dress Shirt,1,Standard,Size L,Dress Shirts,89.99
Mango,Women's Clothing,Navy,2142,Greece,2023-03-07,ORD-110,Delivered,Credit/Debit Card,Velvet Jumpsuit,8,Standard,Size S,Jumpsuits & Rompers,178
Nike,Men's Clothing,Red,2202,Hong Kong,2023-03-07,ORD-404,Cancelled,PayPal,Men's Hooded Windbreaker,5,Standard,Size M,Jackets,79.99
ASOS,Men's Clothing,Black,2283,United Arab Emirates,2023-03-08,ORD-278,Processing,Credit/Debit Card,Men's Faux Leather Jacket,7,Express,Size M,Jackets,79.99
Tumi,Men's Accessories,Black,2429,Germany,2023-03-08,ORD-797,Processing,Credit/Debit Card,Black Leather Backpack,6,Standard,One Size,Backpacks,399.99
Madewell,Women's Clothing,Light Blue,2090,Norway,2023-03-08,ORD-835,Processing,Credit/Debit Card,Women's Denim Jacket,6,Standard,Size S,Jackets,129.99
J.Crew,Men's Clothing,Grey,2072,Egypt,2023-03-08,ORD-1197,Shipped,Cash on Delivery,V-Neck Cashmere Sweater,2,Express,Size XL,Sweaters,119.99
Cole Haan,Men's Shoes,Brown,2435,Japan,2023-03-08,ORD-762,Shipped,Cash on Delivery,Leather Oxford Shoes,2,Express,Size 10.5,Dress Shoes,149.99
Ralph Lauren,Men's Clothing,Navy,2366,Denmark,2023-03-08,ORD-914,Cancelled,PayPal,Wool Peacoat,4,Standard,Size L,Jackets,199.99
Hugo Boss,Men's Clothing,Navy Blue,2227,Netherlands,2023-03-08,ORD-324,Processing,Credit/Debit Card,Navy Blue Suit,9,Standard,Size 42R,Suits,799.99
Gap Kids,Kids Clothing,Red,2069,Norway,2023-03-09,ORD-142,Delivered,Credit/Debit Card,Red Graphic T-shirt,2,Standard,Size 8,Tops,14.99
H&M,Men's Clothing,Khaki,2436,Norway,2023-03-09,ORD-520,Delivered,Credit/Debit Card,Slim-Fit Khaki Pants,3,Standard,Size 32x32,Pants,98
Patagonia,Men's Clothing,Navy Blue,2009,Mexico,2023-03-09,ORD-1112,Delivered,Credit/Debit Card,Men's Down Jacket,1,Standard,Size L,Jackets,349.99
Ralph Lauren Kids,Kids Clothing,Navy Blue,2010,Denmark,2023-03-09,ORD-167,Delivered,Credit/Debit Card,Navy Blue Polo Shirt,9,Standard,Size 6,Tops,39.99
Mango,Women's Clothing,Black,2385,Canada,2023-03-10,ORD-549,Shipped,Credit/Debit Card,Women's Leather Moto Jacket,9,Standard,Size S,Jackets,199.99
Forever 21,Women's Clothing,Red,2144,Tunisia,2023-03-10,ORD-1455,Delivered,Credit/Debit Card,Red Plaid Skirt,1,Standard,Size S,Skirts,39.99
Mango,Women's Clothing,Red,2388,Portugal,2023-03-11,ORD-235,Shipped,Cash on Delivery,Red Puffer Jacket,5,Express,Size M,Outerwear,249.99
Levi's,Men's Clothing,Blue,2159,Canada,2023-03-11,ORD-650,Delivered,Credit/Debit Card,Blue Jeans,7,Standard,Size 32,Jeans,79.99
H&M,Women's Clothing,Pink/Yellow,2047,Norway,2023-03-11,ORD-1339,Delivered,Credit/Debit Card,Floral Print Sundress,1,Standard,Size S,Dresses,39.99
Reebok,Men's Shoes,White,2286,Denmark,2023-03-11,ORD-1050,Shipped,Credit/Debit Card,Classic Leather Sneakers,6,Standard,Size 11,Athletic Shoes,79.99
Patagonia,Men's Clothing,Navy Blue,2137,France,2023-03-11,ORD-1392,Shipped,Credit/Debit Card,Men's Down Jacket,2,Standard,Size L,Jackets,349.99
Zara,Women's Clothing,Beige,1996,Greece,2023-03-11,ORD-1184,Shipped,Cash on Delivery,Cropped Wide-Leg Pants,3,Standard,Size L,Bottoms,49.99
Levi's,Men's Clothing,Blue,2184,United Arab Emirates,2023-03-11,ORD-542,Delivered,Credit/Debit Card,Men's Denim Jacket,8,Standard,Size XL,Jackets,119.99
Zara Kids,Kids Clothing,Grey,2037,Brazil,2023-03-11,ORD-1438,Delivered,Credit/Debit Card,Grey Hoodie,3,Standard,Size L,Sweatshirts,39.99
Madewell,Women's Clothing,Black,2358,Netherlands,2023-03-12,ORD-808,Processing,Credit/Debit Card,High-Rise Skinny Jeans,8,Standard,Size 28,Jeans,128
Levi's,Women's Clothing,Light Blue,2070,Egypt,2023-03-12,ORD-901,Cancelled,PayPal,Distressed Denim Shorts,8,Standard,Size M,Bottoms,49.99
Adidas Kids,Kids Clothing,Pink,2424,Japan,2023-03-12,ORD-597,Shipped,Credit/Debit Card,Pink Ruffle Skirt,4,Standard,Size 6,Skirts,29.99
Coach,Women's Accessories,Black,2374,India,2023-03-13,ORD-197,Shipped,Cash on Delivery,Black Leather Crossbody Bag,9,Express,One Size,Bags,249.99
Nike Kids,Kids Clothing,Purple,2032,United Kingdom,2023-03-13,ORD-1125,Delivered,Credit/Debit Card,Purple Leggings,3,Standard,Size 7,Bottoms,16.99
Canada Goose,Men's Clothing,Dark Green,2403,Mexico,2023-03-13,ORD-268,Shipped,Cash on Delivery,Men's Parka,9,Express,Size XL,Jackets,999.99
Nike Kids,Kids Clothing,Blue,2422,Switzerland,2023-03-13,ORD-570,Shipped,Credit/Debit Card,Blue Hoodie,7,Standard,Size 10,Tops,39.99
Mango,Women's Clothing,Brown,2396,Netherlands,2023-03-13,ORD-551,Shipped,Credit/Debit Card,Women's Suede Trench Coat,9,Standard,Size L,Outerwear,279.99
Nike Kids,Kids Clothing,Purple,2138,Italy,2023-03-14,ORD-1275,Processing,Credit/Debit Card,Purple Fleece Jacket,2,Standard,Size 8,Jackets,39.99
Coachy,Women's Clothing,Black,2198,Saudi Arabia,2023-03-14,ORD-1067,Shipped,Credit/Debit Card,Black Pencil Skirt,3,Standard,Size 4,Skirts,179.99
Ralph Lauren Kids,Kids Clothing,Orange and White,2227,Japan,2023-03-14,ORD-735,Shipped,Cash on Delivery,Orange Striped Polo Shirt,5,Express,Size 4,Tops,164.99
Brooks Brothers,Men's Shoes,Brown,2196,Switzerland,2023-03-14,ORD-1061,Shipped,Credit/Debit Card,Brown Leather Loafers,7,Standard,Size 10,Loafers,199.99
Gap Kids,Kids Clothing,Red,2058,Egypt,2023-03-14,ORD-852,Processing,Credit/Debit Card,Red Puffer Jacket,3,Standard,Size 14/16,Jackets,79.99
Marmot,Women's Clothing,Navy Blue,2096,Denmark,2023-03-15,ORD-1257,Processing,Credit/Debit Card,Women's Down Jacket,1,Express,Size M,Outerwear,299.99
Gap,Men's Clothing,Navy,2424,Mexico,2023-03-15,ORD-340,Processing,Credit/Debit Card,Classic Cotton T-Shirt,4,Standard,Size L,Tops,24.99
H&M Kids,Kids Clothing,Pink and Green,2060,India,2023-03-15,ORD-1421,Delivered,Credit/Debit Card,Pink Floral Dress,1,Standard,Size 6,Dresses,24.99
Coach,Accessories,Gray,2024,Brazil,2023-03-15,ORD-393,Cancelled,PayPal,Wool Fedora Hat,7,Standard,Size M,Hats,195
Gap Kids,Kids Clothing,Red,2402,France,2023-03-16,ORD-292,Processing,Credit/Debit Card,Red Puffer Jacket,4,Standard,Size 14/16,Jackets,79.99
Ralph Lauren Kids,Kids Clothing,Orange and White,2430,Japan,2023-03-17,ORD-455,Cancelled,Credit/Debit Card,Orange Striped Polo Shirt,7,Standard,Size 4,Tops,164.99
Brooks Brothers,Men's Clothing,Navy,2177,Spain,2023-03-17,ORD-1060,Shipped,Credit/Debit Card,Navy Blazer,7,Standard,Size 40R,Blazers,399.99
H&M Kids,Kids Clothing,Orange,2049,United Arab Emirates,2023-03-17,ORD-848,Processing,Credit/Debit Card,Orange Cargo Shorts,2,Standard,Size 8,Shorts,22.99
Mango,Accessories,Silver,2125,Norway,2023-03-17,ORD-535,Delivered,Credit/Debit Card,Silver Stud Earrings,7,Standard,One Size,Jewelry,65
Mango,Women's Clothing,Ivory,2195,Switzerland,2023-03-18,ORD-213,Shipped,Cash on Delivery,Ruffle-Trimmed Blouse,3,Express,Size M,Tops,39.99
Banana Republic,Men's Clothing,White,2368,China,2023-03-18,ORD-181,Delivered,Credit/Debit Card,White Button-up Shirt,7,Standard,Size L,Shirts,69.99
Burberry,Women's Clothing,Beige,2045,Netherlands,2023-03-18,ORD-1525,Shipped,Cash on Delivery,Women's Trench Coat,3,Standard,Size XS,Outerwear,1299.99
Zara Kids,Kids Clothing,Pink,2412,Saudi Arabia,2023-03-18,ORD-437,Cancelled,PayPal,Pink Ruffled Skirt,7,Standard,Size 6,Skirts,29.99
Ralph Lauren,Men's Clothing,Pink,2036,France,2023-03-19,ORD-1482,Shipped,Cash on Delivery,Pink Polo Shirt,1,Standard,Size M,Polo Shirts,69.99
Nike Kids,Kids Clothing,Purple,2052,Portugal,2023-03-19,ORD-1265,Processing,Credit/Debit Card,Purple Leggings,3,Express,Size 7,Bottoms,16.99
Zara,Accessories,Brown,2256,Portugal,2023-03-19,ORD-1096,Shipped,Credit/Debit Card,Leather Strap Watch,6,Standard,One Size,Watches,109.99
Adidas Kids,Kids Clothing,Green,2250,Spain,2023-03-19,ORD-298,Processing,Credit/Debit Card,Green Hooded Sweatshirt,6,Standard,Size 14,Tops,44.99
Steve Madden,Women's Shoes,Black,2093,Italy,2023-03-19,ORD-1478,Shipped,Cash on Delivery,Lace-Up Combat Boots,3,Standard,Size 8,Boots,129.99
Gap Kids,Kids Clothing,Red,2381,France,2023-03-19,ORD-152,Delivered,Credit/Debit Card,Red Puffer Jacket,8,Standard,Size 14/16,Jackets,79.99
Ralph Lauren Kids,Kids Clothing,White,2289,United Arab Emirates,2023-03-19,ORD-314,Processing,Credit/Debit Card,White Eyelet Dress,3,Standard,Size 7,Dresses,244.99
Gap Kids,Kids Clothing,Pink,2186,Canada,2023-03-19,ORD-140,Delivered,Credit/Debit Card,Pink Floral Dress,6,Standard,Size 6,Dresses,24.99
Madewell,Women's Clothing,Black,2144,Brazil,2023-03-19,ORD-1088,Shipped,Credit/Debit Card,High-Rise Skinny Jeans,8,Standard,Size 28,Jeans,128
Ralph Lauren Kids,Kids Clothing,Orange and White,2130,Greece,2023-03-20,ORD-175,Delivered,Credit/Debit Card,Orange Striped Polo Shirt,5,Standard,Size 4,Tops,164.99
Nike Kids,Kids Clothing,Gray,2217,Netherlands,2023-03-20,ORD-994,Delivered,Credit/Debit Card,Gray Joggers,6,Standard,Size 12,Pants,34.99
Levi's,Women's Clothing,Light Blue,2117,United States,2023-03-20,ORD-1321,Delivered,Credit/Debit Card,Distressed Denim Shorts,1,Standard,Size M,Bottoms,49.99
Reebok,Men's Shoes,White,2153,Germany,2023-03-20,ORD-910,Cancelled,PayPal,Classic Leather Sneakers,9,Standard,Size 11,Athletic Shoes,79.99
Coach,Men's Clothing,Grey,2123,United Kingdom,2023-03-20,ORD-1454,Delivered,Credit/Debit Card,Grey Turtleneck Sweater,1,Standard,Size L,Sweaters,129.99
Zara,Women's Clothing,Black,2045,Portugal,2023-03-20,ORD-495,Delivered,Credit/Debit Card,A-Line Mini Skirt,3,Standard,Size XS,Skirts,59.99
Brooks Brothers,Men's Clothing,Blue,2201,Germany,2023-03-20,ORD-1079,Shipped,Credit/Debit Card,Blue Dress Shirt,6,Standard,Size L,Dress Shirts,89.99
Adidas,Women's Shoes,Grey,2265,Brazil,2023-03-21,ORD-656,Delivered,Credit/Debit Card,Grey Sneakers,7,Standard,Size 8,Sneakers,99.99
Ralph Lauren Kids,Kids Clothing,Yellow,2006,Italy,2023-03-21,ORD-153,Delivered,Credit/Debit Card,Yellow Polo Shirt,4,Standard,Size 7,Tops,149.99
H&M Kids,Kids Clothing,Pink and Green,2327,India,2023-03-21,ORD-441,Cancelled,PayPal,Pink Floral Dress,7,Standard,Size 6,Dresses,24.99
Ralph Lauren Kids,Kids Clothing,Navy Blue,2090,Egypt,2023-03-21,ORD-1427,Delivered,Credit/Debit Card,Navy Blue Polo Shirt,3,Standard,Size 6,Tops,39.99
J.Crew,Men's Clothing,Grey,2064,Switzerland,2023-03-21,ORD-217,Shipped,Cash on Delivery,V-Neck Cashmere Sweater,8,Express,Size XL,Sweaters,119.99
Forever 21,Women's Clothing,Red,2198,South Africa,2023-03-22,ORD-475,Delivered,Credit/Debit Card,Red Plaid Skirt,8,Standard,Size S,Skirts,39.99
Mango,Women's Clothing,Pink/White,2403,France,2023-03-22,ORD-105,Delivered,Credit/Debit Card,Floral Midi Dress,8,Standard,Size 6,Dresses,148
Burberry,Women's Clothing,Beige,2164,Netherlands,2023-03-22,ORD-825,Processing,Credit/Debit Card,Women's Trench Coat,8,Standard,Size XS,Outerwear,1299.99
Madewell,Women's Clothing,Black,2054,Mexico,2023-03-22,ORD-528,Delivered,Credit/Debit Card,High-Rise Skinny Jeans,6,Standard,Size 28,Jeans,128
Steve Madden,Women's Shoes,Black,2298,United States,2023-03-22,ORD-1058,Shipped,Credit/Debit Card,Lace-Up Combat Boots,9,Standard,Size 8,Boots,129.99
H&M,Women's Clothing,Cream,2337,Canada,2023-03-22,ORD-961,Delivered,Credit/Debit Card,Women's Faux Fur Coat,10,Standard,Size M,Outerwear,129.99
Zara Kids,Kids Clothing,Black,2135,Switzerland,2023-03-23,ORD-1422,Delivered,Credit/Debit Card,Black Denim Shorts,1,Standard,Size 8,Bottoms,69.99
Mango,Women's Clothing,Red,2084,Brazil,2023-03-23,ORD-935,Cancelled,PayPal,Red Puffer Jacket,4,Standard,Size M,Outerwear,249.99
J.Crew,Women's Clothing,Grey,2030,Hong Kong,2023-03-24,ORD-1583,Delivered,Credit/Debit Card,Grey Knit Sweater,2,Standard,Size L,Sweaters,89.99
Hermès,Accessories,Black,2003,Mexico,2023-03-24,ORD-1232,Processing,Cash on Delivery,Oversized Sunglasses,2,Express,One Size,Sunglasses,965
Ray-Ban,Unisex Accessories,Gold/Brown,2011,Greece,2023-03-24,ORD-496,Delivered,Credit/Debit Card,Classic Aviator Sunglasses,10,Standard,One Size,Eyewear,149.99
Reebok,Men's Shoes,White,2114,India,2023-03-24,ORD-210,Shipped,Cash on Delivery,Classic Leather Sneakers,5,Express,Size 11,Athletic Shoes,79.99
Suede Co.,Women's Clothing,Brown,2387,Brazil,2023-03-24,ORD-559,Shipped,Credit/Debit Card,Women's Leather Biker Jacket,5,Standard,Size S,Jackets,399.99
J.Crew,Men's Clothing,Blue/White,2311,United States,2023-03-25,ORD-203,Shipped,Cash on Delivery,Striped Button-Up Shirt,4,Express,Size XL,Tops,59.99
Clarks,Men's Shoes,Taupe,2373,Tunisia,2023-03-25,ORD-1048,Shipped,Credit/Debit Card,Suede Desert Boots,2,Standard,Size 9,Casual Shoes,99.99
H&M Kids,Kids Clothing,Green,1996,Denmark,2023-03-25,ORD-991,Delivered,Credit/Debit Card,Green Camo Pants,7,Standard,Size 5,Pants,24.99
Mango,Women's Clothing,Pink,2084,United Arab Emirates,2023-03-25,ORD-1445,Delivered,Credit/Debit Card,Pink Silk Blouse,3,Standard,Size XS,Tops,199.99
Nike Kids,Kids Clothing,Blue,2074,United Arab Emirates,2023-03-25,ORD-990,Delivered,Credit/Debit Card,Blue Hoodie,6,Standard,Size 10,Tops,39.99
Coach,Women's Accessories,Black,2040,South Africa,2023-03-26,ORD-625,Delivered,Credit/Debit Card,Leather Crossbody Bag,2,Standard,One Size,Bags,199.99
Adidas Kids,Kids Clothing,Blue,2001,Switzerland,2023-03-26,ORD-719,Shipped,Cash on Delivery,Blue Denim Shorts,8,Express,Size 4T,Shorts,19.99
H&M,Women's Clothing,Pink/Yellow,2154,Saudi Arabia,2023-03-27,ORD-219,Shipped,Cash on Delivery,Floral Print Sundress,4,Express,Size S,Dresses,39.99
Gap Kids,Kids Clothing,Yellow,2405,Brazil,2023-03-27,ORD-865,Processing,PayPal,Yellow Graphic T-Shirt,7,Standard,Size XS,Tops,14.99
Dr. Martens,Men's Shoes,Black,2152,Spain,2023-03-27,ORD-192,Shipped,Cash on Delivery,Black Leather Chelsea Boots,7,Standard,Size 10,Boots,169.99
GAP Kids,Kids Clothing,Blue and Green,1990,Morocco,2023-03-27,ORD-1436,Delivered,Credit/Debit Card,Blue Plaid Button-Up Shirt,1,Standard,Size 5,Tops,19.99
Burberry,Women's Clothing,Beige,2025,Tunisia,2023-03-27,ORD-1245,Processing,Cash on Delivery,Women's Trench Coat,3,Express,Size XS,Outerwear,1299.99
Zara,Men's Clothing,Brown,2026,Germany,2023-03-27,ORD-1114,Delivered,Credit/Debit Card,Men's Leather Moto Jacket,3,Standard,Size XL,Jackets,599.99
Levi's,Men's Clothing,Blue,2302,Italy,2023-03-27,ORD-510,Delivered,Credit/Debit Card,Blue Jeans,9,Standard,Size 32,Jeans,79.99
Rebecca Taylor,Women's Clothing,White,2031,South Africa,2023-03-28,ORD-1311,Delivered,Credit/Debit Card,White Eyelet Blouse,1,Standard,Size S,Tops,179.99
